0.000776094   0.00146106   4.27667e-005   0.000181906
0.000277132   0.00151632   7.02939e-005   0.000107474
0.000208649   8.79648e-005   3.68576e-006   2.71543e-005
0.000790869   0.00177183   5.82326e-005   0.000200957
0.000150298   0.00114934   5.79662e-005   6.7803e-005
0.00034808   0.000223499   3.75511e-006   5.78907e-005
0.000747578   0.00197289   7.09053e-005   0.00020392
6.32672e-005   0.000768066   4.27076e-005   3.4417e-005
0.000496948   0.000485758   1.02518e-005   9.70752e-005
0.000652853   0.00203355   7.85971e-005   0.000190163
2.92978e-005   0.000430729   2.71186e-005   1.31021e-005
0.000632498   0.000834554   2.21189e-005   0.000138084
0.000521222   0.00194473   7.99783e-005   0.000161986
5.35239e-005   0.000188809   1.38885e-005   7.63027e-006
0.000734116   0.00121665   3.73792e-005   0.000173978
0.000372852   0.00172033   7.48164e-005   0.000124214
0.000132194   7.90896e-005   5.31499e-006   1.90878e-005
0.000786358   0.00157378   5.34903e-005   0.000198738
0.000230323   0.00139447   6.40015e-005   8.33209e-005
0.000253243   0.000118132   2.91163e-006   4.57023e-005
0.000781157   0.00185126   6.77468e-005   0.000208156
0.000115313   0.0010167   4.93393e-005   4.62739e-005
0.000398127   0.000299811   7.15176e-006   8.30973e-005
0.00071928   0.0020066   7.77014e-005   0.000200484
4.53466e-005   0.000644665   3.33039e-005   1.94521e-005
0.00054467   0.000596206   1.73781e-005   0.000124998
0.000610216   0.00201616   8.16321e-005   0.000176935
3.10582e-005   0.000335183   1.86504e-005   7.57192e-006
0.000670502   0.000961936   3.19046e-005   0.000164326
0.0004707   0.00187877   7.88595e-005   0.000141511
7.45629e-005   0.000135414   7.91901e-006   1.28259e-005
0.000756526   0.00134124   4.83172e-005   0.00019447
0.000322056   0.00161563   6.98704e-005   0.000100287
0.000169159   7.56456e-005   2.9907e-006   3.45138e-005
0.000789609   0.00167619   6.38874e-005   0.000210392
0.000186872   0.00126667   5.61753e-005   6.02892e-005
0.000300339   0.000164802   4.77164e-006   6.91472e-005
0.000764618   0.00191546   7.59701e-005   0.000209265
8.57214e-005   0.000885026   4.0059e-005   2.83516e-005
0.000448008   0.000389079   1.30352e-005   0.000110976
0.000685378   0.00202249   8.24804e-005   0.000191141
3.40057e-005   0.000528971   2.42705e-005   1.00473e-005
0.000589573   0.000714034   2.64449e-005   0.000152968
0.000564047   0.00198107   8.22892e-005   0.000159052
3.95524e-005   0.00025283   1.15376e-005   8.67453e-006
0.000703468   0.00108998   4.2782e-005   0.000188051
0.00041923   0.0017979   7.54336e-005   0.000118483
0.00010144   9.86012e-005   4.08188e-006   2.46696e-005
0.000772416   0.00145962   5.9345e-005   0.000210386
0.000272999   0.00150098   6.30848e-005   7.63673e-005
0.000210153   8.95851e-005   3.23802e-006   5.55447e-005
0.000785832   0.00176639   7.33589e-005   0.000216152
0.000147568   0.00113536   4.72873e-005   3.98579e-005
0.000349021   0.000226947   9.23212e-006   9.62482e-005
0.000741618   0.00196333   8.2419e-005   0.000204195
6.20352e-005   0.000756804   3.07071e-005   1.52641e-005
0.000496775   0.000489494   2.11288e-005   0.000139987
0.00064656   0.00202039   8.49579e-005   0.000176449
2.93983e-005   0.000423097   1.61932e-005   6.95447e-006
0.000630831   0.000836949   3.69783e-005   0.000179406
0.000515246   0.00192911   8.05323e-005   0.000137614
5.45571e-005   0.000185094   6.26709e-006   1.6554e-005
0.000730818   0.00121627   5.41649e-005   0.000207925
0.000367779   0.00170376   6.99106e-005   9.43389e-005
0.000133592   7.8902e-005   2.68124e-006   4.26743e-005
0.000781535   0.00156959   6.98449e-005   0.000220786
0.00022658   0.00137859   5.48598e-005   5.3965e-005
0.000254364   0.000120476   6.12708e-006   8.11248e-005
0.000775155   0.0018428   8.13556e-005   0.000215648
0.00011311   0.00100303   3.7885e-005   2.33923e-005
0.000398355   0.00030324   1.61134e-005   0.000125551
0.000712644   0.00199411   8.67136e-005   0.000193235
4.46386e-005   0.000634397   2.18808e-005   7.98498e-006
0.000543521   0.000599053   3.10301e-005   0.00016852
0.0006036   0.00200054   8.49859e-005   0.000157293
3.15404e-005   0.000328921   9.6124e-006   1.05798e-005
0.000667712   0.000962597   4.84238e-005   0.000202835
0.000464751   0.00186142   7.64719e-005   0.000113949
7.57232e-005   0.000133081   3.22779e-006   3.0981e-005
0.000752091   0.00133844   6.54357e-005   0.00022282
0.000317299   0.00159821   6.26126e-005   7.0583e-005
0.000170362   7.64991e-005   3.88879e-006   6.60018e-005
0.00078377   0.00166917   7.92188e-005   0.000225025
0.000183634   0.00125082   4.56902e-005   3.45383e-005
0.000300927   0.000167555   1.15808e-005   0.00010993
0.000757846   0.00190411   8.74123e-005   0.000208883
8.40855e-005   0.000872159   2.85582e-005   1.20583e-005
0.000447408   0.000392099   2.50976e-005   0.000155468
0.0006783   0.00200742   8.85983e-005   0.000177027
3.37835e-005   0.000520015   1.41576e-005   7.17315e-006
0.000587398   0.000715612   4.22331e-005   0.000194993
0.000557343   0.00196349   8.25642e-005   0.00013484
4.03142e-005   0.000248053   4.9913e-006   2.09583e-005
0.000699585   0.00108862   6.01769e-005   0.000221953
0.000413512   0.00177942   7.03483e-005   8.95205e-005
0.000102587   9.75663e-005   2.68829e-006   5.13589e-005
0.000766951   0.00145427   7.59684e-005   0.00023185
0.000268706   0.0014833   5.39656e-005   4.87201e-005
0.000211012   9.12321e-005   7.73253e-006   9.34993e-005
0.000779155   0.00175661   8.69286e-005   0.000222817
0.000144914   0.00112008   3.61392e-005   1.94096e-005
0.000348952   0.000229756   1.93762e-005   0.00014044
0.000734302   0.00194937   9.11729e-005   0.000196234
6.09636e-005   0.000745136   1.99041e-005   6.74989e-006
0.000495279   0.000491729   3.57442e-005   0.00018436
0.000639284   0.00200321   8.79586e-005   0.000156535
2.95887e-005   0.000415663   8.06165e-006   1.31311e-005
0.000627637   0.000836945   5.4158e-005   0.000217946
0.000508681   0.00191016   7.78392e-005   0.00011047
5.54761e-005   0.000181808   2.68853e-006   3.77498e-005
0.000725926   0.00121271   7.16055e-005   0.000235674
0.000362469   0.00168476   6.25099e-005   6.58417e-005
0.000134583   7.89909e-005   4.78067e-006   7.67425e-005
0.000775198   0.0015617   8.51674e-005   0.00023444
0.000222863   0.00136125   4.44868e-005   3.0186e-005
0.000254747   0.000122613   1.40914e-005   0.00012376
0.000767858   0.00183047   9.2527e-005   0.000214257
0.000111073   0.000988797   2.68047e-005   9.68168e-006
0.000397541   0.000305746   2.91532e-005   0.000171017
0.000705032   0.00197796   9.24114e-005   0.00017843
4.40892e-005   0.00062423   1.24917e-005   8.03174e-006
0.00054111   0.000600172   4.7515e-005   0.000210642
0.00059637   0.0019818   8.48313e-005   0.000132996
3.20424e-005   0.000323107   4.03235e-006   2.57842e-005
0.000663562   0.000960795   6.61816e-005   0.000236113
0.000458529   0.00184172   7.10804e-005   8.56744e-005
7.66672e-005   0.00013119   2.93669e-006   6.02455e-005
0.000746327   0.00133264   8.20761e-005   0.000243164
0.00031254   0.00157931   5.34103e-005   4.44153e-005
0.000171064   7.74651e-005   9.48996e-006   0.000105881
0.000776765   0.00165888   9.25059e-005   0.000230396
0.000180563   0.00123434   3.47556e-005   1.62591e-005
0.000300736   0.000169849   2.26981e-005   0.000155194
0.000750175   0.0018896   9.56831e-005   0.000199816
8.26553e-005   0.000859357   1.82836e-005   6.16717e-006
0.000445812   0.000393967   4.04336e-005   0.000199996
0.000670647   0.0019896   9.10486e-005   0.000156518
3.36804e-005   0.000511537   6.82867e-006   1.61011e-005
0.000584113   0.000715367   5.98057e-005   0.000232875
0.000550385   0.00194383   7.9399e-005   0.000107842
4.10098e-005   0.000243844   2.39747e-006   4.46791e-005
0.000694596   0.00108492   7.76567e-005   0.000248446
0.000407803   0.00175962   6.2666e-005   6.19793e-005
0.000103426   9.68856e-005   5.82748e-006   8.73921e-005
0.000760503   0.00144631   9.09976e-005   0.000243933
0.0002646   0.00146509   4.35907e-005   2.66542e-005
0.000211317   9.27809e-005   1.66504e-005   0.000137285
0.00077172   0.00174424   9.75576e-005   0.000219909
0.000142511   0.00110493   2.53784e-005   7.97729e-006
0.000348129   0.00023188   3.3151e-005   0.00018612
0.000726515   0.00193317   9.62041e-005   0.000180315
6.00917e-005   0.000734038   1.11369e-005   9.33454e-006
